npi,taxid,billing_code,billing_code_type,negotiated_type,aetna_open_access_managed,bcbs_tx_ppo,cigna_national_oap,uhc_choice_plus
1477516466,741166904,10005,CPT,negotiated,,59.1111,,
1477516466,741166904,10005,CPT,negotiated,851.15,,974.95,1083.28
1477516466,741166904,10006,CPT,negotiated,,891.05,,0.00833333
1477516466,741166904,10006,CPT,negotiated,212.79,,,
1477516466,741166904,10030,CPT,negotiated,,1913,,
1477516466,741166904,10030,CPT,negotiated,,1913,,
1477516466,741166904,10060,CPT,negotiated,2586,60,,
1477516466,741166904,10060,CPT,negotiated,,,367.755,447.653
1477516466,741166904,10060,CPT,negotiated,,60,,0.00923077
1477516466,741166904,10060,CPT,negotiated,406.2,,465.28,
1477516466,741166904,10061,CPT,negotiated,,1951,,
1477516466,741166904,10061,CPT,negotiated,464.02,,511.425,590.57
1477516466,741166904,10061,CPT,negotiated,,1951,,
1477516466,741166904,10061,CPT,negotiated,464.02,,511.425,590.57
1477516466,741166904,10080,CPT,negotiated,2586,,,
1477516466,741166904,10080,CPT,negotiated,,,,865.92
1477516466,741166904,10080,CPT,negotiated,2586,,,
1477516466,741166904,10080,CPT,negotiated,,,,865.92
1477516466,741166904,10081,CPT,negotiated,1583,,,
1477516466,741166904,10081,CPT,negotiated,1583,,,
1477516466,741166904,10120,CPT,negotiated,,61,,0.01
1477516466,741166904,10120,CPT,negotiated,588.56,,,
1477516466,741166904,10120,CPT,negotiated,,61,,0.01
1477516466,741166904,10120,CPT,negotiated,588.56,,,
1477516466,741166904,10140,CPT,negotiated,,1762.5,,0.01
1477516466,741166904,10140,CPT,negotiated,2523.6,,1871.1,
1477516466,741166904,10140,CPT,negotiated,,1762.5,,0.01
1477516466,741166904,10140,CPT,negotiated,2523.6,,1871.1,
1477516466,741166904,10160,CPT,negotiated,,1853,,1482
1477516466,741166904,10160,CPT,negotiated,427.22,,489.37,
1477516466,741166904,10160,CPT,negotiated,,61,,
1477516466,741166904,10160,CPT,negotiated,427.22,,489.37,473.833
1477516466,741166904,10180,CPT,negotiated,,2357.75,,
1477516466,741166904,10180,CPT,negotiated,,2357.75,,
